transaction_date;product;price;payment_Type;name;city;state;country;account_created;last_login
01/08/2009 02:49;Product2;1906;Mastercard;Caroline;Begnins;Vaud;Switzerland;01/07/2009 04:14;2/25/09 1:37
1/19/09 17:40;Product1;1395;Visa;Riche Lou;Newton;MA;United States;03/12/2007 07:21;2/25/09 2:28
01/11/2009 00:15;Product1;1141;Mastercard;Chris;Den Haag;Zuid-Holland;Netherlands;05/07/2007 04:07;2/25/09 4:04
1/16/09 5:12;Product2;1697;Visa;Karen;Berikon;Aargau;Switzerland;10/19/07 12:31;2/25/09 5:12
1/19/09 6:52;Product1;1368;Diners;melanie;Santa Barbaraa;Heredia;Costa Rica;1/19/09 6:45;2/25/09 5:44
1/26/09 1:14;Product1;1362;Visa;beatrice;Churra;Murcia;Spain;1/23/09 1:57;2/25/09 5:47
1/30/09 10:31;Product1;1391;Mastercard;lorna;Castle Rock;CO;United States;10/06/2008 16:31;2/25/09 7:42
1/23/09 5:52;Product1;1100;Amex;Tary;Zug;Zug;Switzerland;1/23/09 1:22;2/25/09 9:40
01/07/2009 09:54;Product1;1302;Visa;Julie;Ashford;England;United Kingdom;01/07/2009 09:17;2/25/09 10:18
01/01/2009 16:44;Product1;1221;Amex;Julie;Rockville;MD;United States;09/12/2008 10:36;2/25/09 10:48
1/23/09 9:27;Product1;1279;Mastercard;Jerome;Madrid;Madrid;Spain;2/19/08 2:01;2/25/09 11:38
1/22/09 12:56;Product1;1205;Visa;Laleh;Aasgaardstrand;Vestfold;Norway;1/20/09 13:13;2/25/09 12:03
1/16/09 13:35;Product1;1106;Visa;Michael;Milano;Lombardy;Italy;1/16/09 12:43;2/25/09 13:59
1/13/09 9:26;Product1;1308;Visa;Kerry;Anieres;Geneve;Switzerland;1/24/06 13:15;2/25/09 14:05
1/25/09 11:35;Product3;3019;Mastercard;Anita;Fresno;TX;United States;1/24/09 9:24;2/25/09 14:22
1/26/09 14:02;Product1;1175;Mastercard;Veronique;Fresno;TX;United States;1/24/09 9:24;2/25/09 14:22
01/07/2009 13:26;Product1;1256;Visa;Sarah;Warwick;Quebec;Canada;7/27/03 13:18;2/25/09 15:16
1/15/09 11:45;Product1;1269;Diners;Simone;Watford;England;United Kingdom;09/04/2008 03:01;2/25/09 15:21
1/27/09 12:02;Product1;1377;Visa;Jackie;Waterford;Waterford;Ireland;03/10/2008 13:51;2/25/09 15:41
1/28/09 14:09;Product1;1241;Visa;giovanna;Pruszkow;Mazowieckie;Poland;1/28/09 13:40;2/25/09 16:19
1/23/09 7:13;Product1;1155;Visa;Elizabeth;Hamilton;Hamilton;Bermuda;1/19/09 6:03;2/25/09 16:20
1/22/09 15:59;Product2;1778;Visa;Lisa;Ottawa;Ontario;Canada;1/21/09 9:28;2/25/09 17:15
1/16/09 10:27;Product1;1248;Mastercard;Maki;Montgomery;TX;United States;1/15/09 8:52;2/25/09 17:24
1/26/09 22:45;Product1;1160;Amex;Anjan;Tokyo;Tokyo;Japan;5/15/08 19:33;2/25/09 17:34
1/25/09 18:33;Product1;1137;Mastercard;Sarah;Manteno;IL;United States;1/25/09 15:56;2/25/09 19:27
1/16/09 6:13;Product1;1397;Mastercard;Niamh;Benoni;Gauteng;South Africa;1/16/09 5:22;2/25/09 23:19
01/12/2009 17:19;Product2;1990;Diners;elizabeth r;Winter Haven;FL;United States;01/12/2009 16:18;2/26/09 0:42
01/02/2009 04:21;Product1;1161;Visa;Elaine;Tranby;Buskerud;Norway;7/30/07 11:42;2/26/09 3:18
01/05/2009 03:03;Product1;1258;Diners;Elizabeth;Cork;Cork;Ireland;5/21/08 7:50;2/26/09 4:05
1/15/09 15:22;Product1;1354;Visa;Sara;Fort Lauderdale;FL;United States;01/06/2009 18:19;2/26/09 5:52
1/26/09 5:38;Product2;1718;Amex;Tulin;Cranberry Twp;PA;United States;9/28/08 19:40;2/26/09 6:04
1/24/09 10:38;Product1;1190;Visa;Kenneth;Arlington;VA;United States;1/24/09 9:27;2/26/09 6:08
01/02/2009 07:30;Product1;1300;Mastercard;Fiona;Lake Ronkonkoma;NY;United States;10/27/08 0:00;2/26/09 6:14
1/26/09 6:38;Product1;1262;Visa;Christian;Alexandria;VA;United States;1/25/09 10:13;2/26/09 7:16
1/17/09 7:56;Product3;2709;Diners;Michel;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32
1/17/09 7:58;Product3;2513;Diners;natalie;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32
1/18/09 4:32;Product1;1256;Diners;jure;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32
1/26/09 8:00;Product1;1397;Amex;Elizabeth;Bluffton;SC;United States;1/23/09 11:12;2/26/09 7:49
01/11/2009 08:41;Product1;1226;Amex;Juliann;Winter Spgs;FL;United States;01/08/2008 07:24;2/26/09 8:17
1/21/09 10:32;Product1;1246;Mastercard;Julie;Chelmsford;MA;United States;5/23/07 11:55;2/26/09 8:38
1/29/09 12:27;Product1;1223;Mastercard;philippa katherine;Cabinteely;Dublin;Ireland;11/08/2006 04:50;2/26/09 10:09
1/13/09 13:19;Product2;1772;Mastercard;Anthony;Toronto;Ontario;Canada;3/16/06 19:11;2/26/09 11:19
1/31/09 18:12;Product1;1263;Visa;matthew;Cincinnati;OH;United States;04/02/2006 11:49;2/26/09 12:03
1/22/09 15:35;Product1;1103;Visa;Steven;Houston;TX;United States;2/24/08 16:57;2/26/09 12:06
01/05/2009 11:24;Product1;1365;Amex;Angie;Rodeo;CA;United States;1/25/08 16:50;2/26/09 12:15
1/23/09 11:23;Product1;1130;Mastercard;Lauren;Poughkeepsie;NY;United States;8/26/08 9:37;2/26/09 12:17
01/07/2009 20:55;Product1;1260;Mastercard;Esther;Cincinnati;OH;United States;01/07/2009 20:25;2/26/09 12:24
1/13/09 9:40;Product1;1211;Visa;Elizabeth;North Eastham;MA;United States;1/26/05 19:09;2/26/09 12:45
1/25/09 15:18;Product2;1796;Visa;marie-louise;Sitka;AK;United States;03/02/2008 15:27;2/26/09 12:58
1/30/09 20:58;Product2;1781;Mastercard;Tanya;Carcross;Yukon Territory;Canada;1/30/09 14:05;2/26/09 13:06
1/31/09 4:50;Product1;1101;Mastercard;Detlev;Taby;Stockholm;Sweden;01/12/2009 01:03;2/26/09 13:12
1/20/09 10:05;Product2;1565;Visa;Stephen;Calgary;Alberta;Canada;01/09/2009 10:36;2/26/09 13:28
01/09/2009 05:15;Product1;1248;Visa;Roza;Alcobendas;Madrid;Spain;09/09/2008 09:08;2/26/09 14:24
1/13/09 7:09;Product2;1978;Amex;John;Chicago;IL;United States;01/08/2009 13:49;2/26/09 15:14
01/03/2009 11:03;Product1;1329;Mastercard;paula;Sammamish;WA;United States;01/01/2009 22:43;2/26/09 15:30
1/17/09 20:51;Product1;1321;Visa;Kathryn;Waiau Pa;Auckland;New Zealand;01/06/2009 21:52;2/26/09 16:19
01/05/2009 07:55;Product1;1341;Mastercard;Isabelle;Ewa Beach;HI;United States;12/31/08 7:40;2/26/09 17:47
1/25/09 14:40;Product1;1144;Visa;Maureen;Statesville;NC;United States;1/25/09 13:52;2/26/09 18:38
1/25/09 17:55;Product1;1108;Visa;David;Kapaa;HI;United States;1/24/09 12:18;2/26/09 20:21
01/03/2009 12:54;Product1;1279;Diners;caterina;Burbank;CA;United States;12/30/08 8:39;2/26/09 20:22
1/22/09 3:57;Product2;1768;Mastercard;Parth;Oegstgeest;Zuid-Holland;Netherlands;1/20/09 14:36;2/27/09 1:59
1/23/09 5:11;Product1;1190;Visa;Alexia;Blackrock;Dublin;Ireland;7/15/08 7:20;2/27/09 4:00
1/25/09 11:52;Product2;1748;Mastercard;Gloria Gail;WalcProduct3ee;Tyrol;Austria;1/25/09 5:03;2/27/09 5:37
01/10/2009 04:12;Product1;1379;Visa;Gloria Gail;Foxrock;Dublin;Ireland;01/07/2009 07:39;2/27/09 6:33
01/10/2009 09:32;Product2;1685;Mastercard;Cheryl;Hilton Head;SC;United States;01/10/2005 21:39;2/27/09 7:33
1/22/09 12:45;Product3;2610;Visa;Frank and Christelle;Valley Center;CA;United States;1/22/09 10:25;2/27/09 10:49
01/06/2009 18:11;Product2;1860;Mastercard;Triona;Swampscott;MA;United States;06/09/2006 08:57;2/27/09 13:00
1/19/09 5:56;Product1;1321;Visa;Allison;Edinburgh;Scotland;United Kingdom;7/27/08 11:58;2/27/09 14:35
1/25/09 10:50;Product1;1232;Diners;Phillip;San Antonio;TX;United States;5/29/08 19:51;2/27/09 14:44
1/14/09 8:38;Product1;1209;Visa;jingyan;Bristol;RI;United States;03/12/2007 15:14;2/27/09 17:13
01/02/2009 17:24;Product2;1693;Diners;clara;Perth;Western Australia;Australia;01/01/2009 21:20;2/27/09 18:43
01/07/2009 18:15;Product1;1338;Mastercard;Selma;Greenville;TX;United States;01/05/2009 18:16;2/27/09 19:07
01/03/2009 21:19;Product1;1347;Visa;Doug and Tina;Pls Vrds Est;CA;United States;12/24/07 22:59;2/27/09 21:40
01/04/2009 05:13;Product1;1300;Visa;Lauren;Hradec Kralove;East Bohemia;Czech Republic;03/05/2006 00:51;2/27/09 23:30
01/04/2009 09:28;Product1;1360;Visa;Jen;Maidstone;England;United Kingdom;7/18/05 14:17;2/28/09 2:28
01/02/2009 04:34;Product1;1280;Visa;gladys;Saint Albans;England;United Kingdom;01/10/2006 04:20;2/28/09 3:43
1/22/09 11:10;Product1;1316;Mastercard;Gustavo;Voluntari;Bucuresti;Romania;7/28/08 11:12;2/28/09 7:52
01/07/2009 12:06;Product1;1149;Visa;Erica;Nadur;;Malta;3/30/06 2:02;2/28/09 7:59
1/29/09 13:25;Product1;1322;Diners;Hale;Morrison;CO;United States;11/03/2005 18:14;2/28/09 8:27
1/27/09 2:57;Product1;1109;Visa;Rosemary;Cobham;England;United Kingdom;1/27/09 2:50;2/28/09 9:22
01/07/2009 13:19;Product1;1256;Visa;Darian;Izmir;Izmir;Turkey;8/26/08 7:33;2/28/09 9:54
1/23/09 10:04;Product1;1278;Mastercard;Kevin;Hollywood;CA;United States;5/30/06 20:25;2/28/09 9:59
1/19/09 4:55;Product1;1155;Visa;Alyssa;Brighton;England;United Kingdom;2/19/08 9:27;2/28/09 10:06
1/28/09 22:02;Product1;1145;Visa;Hale;Hawera;Taranaki;New Zealand;1/23/09 22:31;2/28/09 12:43
01/04/2009 18:57;Product1;1372;Mastercard;KELI;Worongary;Queensland;Australia;12/23/08 15:17;2/28/09 14:00
01/12/2009 20:31;Product1;1389;Visa;Glen;Atlantida;Guatemala;Guatemala;01/06/2009 16:53;2/28/09 14:39
1/24/09 12:00;Product1;1278;Visa;T;El Escorial;Madrid;Spain;12/30/08 15:19;2/28/09 15:17
1/28/09 11:19;Product1;1213;Visa;christal;Morrison;CO;United States;6/20/04 17:16;2/28/09 17:18
01/07/2009 17:48;Product1;1275;Mastercard;Alex;Augusta;GA;United States;06/10/2005 20:25;2/28/09 19:57
1/23/09 12:42;Product2;1930;Mastercard;Anke;Avalon;New South Wales;Australia;03/03/2008 17:38;2/28/09 22:26
01/07/2009 19:48;Product2;1707;Mastercard;TRICIA;Sydney;New South Wales;Australia;9/21/08 20:49;03/01/2009 00:14
1/26/09 11:19;Product1;1276;Mastercard;smith;Lahti;Etela-Suomen Laani;Finland;01/04/2009 05:25;03/01/2009 00:39
01/05/2009 13:23;Product1;1226;Visa;Macy;Inner City;Vienna;Austria;01/05/2009 11:28;03/01/2009 02:28
1/26/09 13:41;Product1;1359;Mastercard;Lesleigh;Baden;Aargau;Switzerland;10/23/05 9:23;03/01/2009 03:11
1/20/09 10:42;Product2;1959;Diners;esther;Huddersfield;England;United Kingdom;1/20/09 9:15;03/01/2009 03:29
1/22/09 14:25;Product1;1388;Visa;Hans-Joerg;Belfast;Northern Ireland;United Kingdom;11/10/2008 12:15;03/01/2009 03:37
1/28/09 5:36;Product2;1655;Visa;Christiane;Black River;Black River;Mauritius;01/09/2009 08:10;03/01/2009 04:40
01/01/2009 04:24;Product3;3572;Amex;Pamela;Skaneateles;NY;United States;12/28/08 17:28;03/01/2009 07:21
01/08/2009 11:55;Product1;1381;Diners;julie;Haverhill;England;United Kingdom;11/29/06 13:31;03/01/2009 07:28
01/12/2009 21:30;Product1;1239;Visa;Julia;Madison;WI;United States;11/17/08 22:24;03/01/2009 10:14
